industry_id,industry_descr,term,estimate,std.error,conf.low,conf.high,p.value,sector
31,Extraction crude petroleum and natural gas,afcfta_brdr,-0.20575490428921356,0.03503823192629087,-0.27442857694670514,-0.13708123163172198,4.297978408507629e-9,Mining and Energy
32,Mining of iron ores,afcfta_brdr,-0.22111405060419848,0.03180723434096132,-0.28345508436030825,-0.1587730168480887,3.609344401644289e-12,Mining and Energy
33,Other mining and quarring,afcfta_brdr,-0.30063986081459887,0.021573012403066184,-0.34292218816264447,-0.25835753346655327,3.8320879549527803e-44,Mining and Energy
34,"Electricity production, collection, and distribution",afcfta_brdr,-0.33052243399862186,0.04482994915977027,-0.41838751978053323,-0.24265734821671048,1.670758837999646e-13,Mining and Energy
36,Processing/preserving of meat,afcfta_brdr,-0.29986899712589143,0.028938232081631855,-0.3565868897821514,-0.24315110446963145,3.6769172090565614e-25,Manufacturing
37,Processing/preserving of fish,afcfta_brdr,-0.18695249916470047,0.019044904423125324,-0.22427982592303367,-0.14962517240636727,9.569528371747114e-23,Manufacturing
38,Processing/preserving of fruit & vegetables,afcfta_brdr,-0.20466018795598018,0.014466536072353675,-0.2330140776388429,-0.17630629827311745,1.944936289362453e-45,Manufacturing
39,Vegetable and animal oils and fats,afcfta_brdr,-0.20223505155475585,0.015381829027118451,-0.23238288246426078,-0.17208722064525092,1.7552369310164765e-39,Manufacturing
40,Dairy products,afcfta_brdr,-0.27602340044623985,0.023325271724014395,-0.32174009295491857,-0.23030670793756114,2.6147744327313885e-32,Manufacturing
41,Grain mill products,afcfta_brdr,-0.2644286252983272,0.01885003843687877,-0.3013740217418053,-0.22748322885484915,1.0505068075788556e-44,Manufacturing
42,Starches and starch products,afcfta_brdr,-0.20670729897910733,0.03146124490676374,-0.2683702059051585,-0.1450443920530562,5.024099189855061e-11,Manufacturing
43,Prepared animal feeds,afcfta_brdr,-0.2811130995447435,0.022874259443703436,-0.32594582422742746,-0.23628037486205958,1.0314824175405457e-34,Manufacturing
44,Bakery products,afcfta_brdr,-0.31773776839754064,0.01784512249273268,-0.35271356578300234,-0.28276197101207895,6.428629411822052e-71,Manufacturing
45,Sugar,afcfta_brdr,-0.1991682246839456,0.017601648484183337,-0.23366682178147896,-0.16466962758641224,1.102038056756429e-29,Manufacturing
46,Cocoa chocolate and sugar confectionery,afcfta_brdr,-0.29893532782465226,0.022535059357764103,-0.3431032325553422,-0.25476742309396233,3.677266058878369e-40,Manufacturing
47,Macaroni noodles & similar products,afcfta_brdr,-0.22051591475694887,0.025760259721587058,-0.2710050960436573,-0.17002673347024044,1.1256042322155092e-17,Manufacturing
48,Other food products n.e.c.,afcfta_brdr,-0.17664950988591793,0.012147792930442426,-0.20045874652123535,-0.1528402732506005,6.593865486853572e-48,Manufacturing
49,Distilling rectifying & blending of spirits,afcfta_brdr,-0.25464993624700827,0.03381372974801564,-0.32092362873608954,-0.188376243757927,5.0367590240929804e-14,Manufacturing
50,Wines,afcfta_brdr,-0.35635062132545636,0.043338968737318156,-0.44129343917770725,-0.2714078034732055,1.9945967433104726e-16,Manufacturing
51,Malt liquors and malt,afcfta_brdr,-0.3649727844148647,0.025391589080952893,-0.41473938452377285,-0.31520618430595654,7.560458537903872e-47,Manufacturing
52,Soft drinks; mineral waters,afcfta_brdr,-0.3485101479750312,0.02213382962088979,-0.391891656871921,-0.3051286390781414,7.364413228713389e-56,Manufacturing
53,Tobacco products,afcfta_brdr,-0.22484747064331756,0.02140648632506466,-0.26680341287599346,-0.18289152841064166,8.305269299233346e-26,Manufacturing
54,Textile fibre preparation; textile weaving,afcfta_brdr,-0.1280200776707896,0.016935955312810107,-0.1612139401276772,-0.09482621521390201,4.0596030328947204e-14,Manufacturing
55,Made-up textile articles except apparel,afcfta_brdr,-0.1367069980063471,0.02808366455080483,-0.1917499690798288,-0.08166402693286542,1.128202994175166e-6,Manufacturing
56,Carpets and rugs,afcfta_brdr,-0.1450086578007032,0.03229319846557246,-0.20830216373882937,-0.08171515186257707,7.109699295818775e-6,Manufacturing
57,Cordage rope twine and netting,afcfta_brdr,-0.15466660940401367,0.016997742121809527,-0.18798157178125977,-0.12135164702676757,9.096246302187477e-20,Manufacturing
58,Other textiles n.e.c.,afcfta_brdr,-0.1719889421676486,0.023677258380318724,-0.21839551584572245,-0.12558236848957474,3.761207472960375e-13,Manufacturing
59,Knitted and crocheted fabrics and articles,afcfta_brdr,-0.3440958232597806,0.02909646811366714,-0.4011238528398863,-0.28706779367967494,2.863545620918283e-32,Manufacturing
60,Wearing apparel except fur apparel,afcfta_brdr,-0.2539012707490187,0.027582674811219905,-0.3079623199762898,-0.19984022152174755,3.413542914466816e-20,Manufacturing
61,Dressing & dyeing of fur; processing of fur,afcfta_brdr,-0.4104361961517853,0.03313374379860068,-0.47537714067001996,-0.3454952516335506,3.0634382242131183e-35,Manufacturing
62,Tanning and dressing of leather,afcfta_brdr,-0.17110246596384582,0.0271548329869194,-0.22432496062440804,-0.11787997130328359,2.957409996273402e-10,Manufacturing
63,Luggage handbags etc.; saddlery & harness,afcfta_brdr,-0.38978677363198777,0.03218259806651729,-0.45286350677129006,-0.3267100404926855,9.154848247202565e-34,Manufacturing
64,Footwear,afcfta_brdr,-0.14342325542251488,0.0265098322286729,-0.19538157182691296,-0.09146493901811681,6.295756979109073e-8,Manufacturing
65,Sawmilling and planing of wood,afcfta_brdr,-0.35492288302467934,0.02580133088054414,-0.405492562303747,-0.3043532037456117,4.6881044356767145e-43,Manufacturing
66,Veneer sheets plywood particle board etc.,afcfta_brdr,-0.18083300095744015,0.031684455461480666,-0.24293339253170565,-0.11873260938317465,1.1477581064921443e-8,Manufacturing
67,Builders' carpentry and joinery,afcfta_brdr,-0.34031016175797757,0.026808947332898212,-0.3928547329938892,-0.28776559052206596,6.3919752935976675e-37,Manufacturing
68,Wooden containers,afcfta_brdr,-0.36844284861810417,0.02914691402102561,-0.4255697503597999,-0.31131594687640846,1.2562854799186975e-36,Manufacturing
69,Other wood products; articles of cork/straw,afcfta_brdr,-0.19335918600446544,0.020084225411573974,-0.23272354446853458,-0.1539948275403963,6.1250533117362945e-22,Manufacturing
70,Pulp paper and paperboard,afcfta_brdr,-0.14711626153408097,0.016700176999159662,-0.1798480069878781,-0.11438451608028385,1.2597063335086494e-18,Manufacturing
71,Corrugated paper and paperboard,afcfta_brdr,-0.2046836503613767,0.021382772752355096,-0.2465931148455971,-0.1627741858771563,1.0449027600857692e-21,Manufacturing
72,Other articles of paper and paperboard,afcfta_brdr,-0.06027546434656472,0.020469755774093153,-0.10039544843611811,-0.02015548025701134,0.0032336112060895334,Manufacturing
73,Publishing of books and other publications,afcfta_brdr,-0.33073413251105954,0.03246400889508687,-0.39436242073921773,-0.26710584428290135,2.2498578063394913e-24,Manufacturing
74,Publishing of newspapers journals etc.,afcfta_brdr,-0.22687990700220828,0.03785626053724809,-0.30107681424457944,-0.15268299975983712,2.05759361824474e-9,Manufacturing
75,Publishing of recorded media,afcfta_brdr,0.31281552657620804,0.02101719479811914,0.271622581715832,0.3540084714365841,4.2001272636624213e-50,Manufacturing
76,Other publishing,afcfta_brdr,-0.17475586244647978,0.032733372768649814,-0.23891209416555756,-0.110599630727402,9.358062482473814e-8,Manufacturing
77,Printing,afcfta_brdr,-0.3301318217004211,0.020555613340488336,-0.3704200835279093,-0.2898435598729329,4.8325340432040875e-58,Manufacturing
78,Service activities related to printing,afcfta_brdr,-0.24261903383846994,0.021590081264903842,-0.28493481554097444,-0.20030325213596545,2.6676261237919556e-29,Manufacturing
79,Coke oven products,afcfta_brdr,-0.3085061787996361,0.0744609650313003,-0.45444698851508103,-0.16256536908419117,3.42502872330101e-5,Manufacturing
80,Refined petroleum products,afcfta_brdr,-0.1694478680640572,0.012933253342739547,-0.19479657881875898,-0.14409915730935544,3.2187818711252815e-39,Manufacturing
81,Processing of nuclear fuel,afcfta_brdr,-0.011792359139318753,0.07560606170627962,-0.15997751709653973,0.13639279881790223,0.8760558165994519,Manufacturing
82,Basic chemicals except fertilizers,afcfta_brdr,-0.10733501181778315,0.019598839711203107,-0.14574803179051463,-0.06892199184505168,4.335750135001526e-8,Manufacturing
83,Fertilizers and nitrogen compounds,afcfta_brdr,-0.126784503834519,0.016249336234446028,-0.1586326176267149,-0.0949363900423231,6.0720529586404306e-15,Manufacturing
84,Plastics in primary forms; synthetic rubber,afcfta_brdr,-0.21398955046398438,0.014643804087026934,-0.2426908790712176,-0.18528822185675115,2.3215318881488463e-48,Manufacturing
85,Pesticides and other agro-chemical products,afcfta_brdr,-0.14267998481200905,0.017188902219932786,-0.1763696140968579,-0.10899035552716022,1.0349649222942767e-16,Manufacturing
86,Paints varnishes printing ink and mastics,afcfta_brdr,-0.23193201820483206,0.017394231727667707,-0.2660240859298047,-0.19783995047985944,1.471123011730285e-40,Manufacturing
87,Pharmaceuticals medicinal chemicals etc.,afcfta_brdr,-0.20185997567068098,0.015630803620524058,-0.2324957878163264,-0.17122416352503556,3.7411148595770503e-38,Manufacturing
88,Soap cleaning & cosmetic preparations,afcfta_brdr,-0.16408237014682164,0.013248783170190792,-0.19004950799937598,-0.1381152322942673,3.1621616430335806e-35,Manufacturing
89,Other chemical products n.e.c.,afcfta_brdr,-0.16787525576667628,0.013359593455859487,-0.19405957778825786,-0.1416909337450947,3.251721225745483e-36,Manufacturing
90,Man-made fibres,afcfta_brdr,-0.061336953281087236,0.024253964384994997,-0.10887384995799458,-0.013800056604179892,0.011440580149882418,Manufacturing
91,Rubber tyres and tubes,afcfta_brdr,-0.1219625579360315,0.01918163206844651,-0.1595578659548852,-0.08436724991717781,2.0399968319708863e-10,Manufacturing
92,Other rubber products,afcfta_brdr,-0.2461088186576934,0.015715563307644478,-0.27691075673743576,-0.21530688057795108,2.8301884609904353e-55,Manufacturing
93,Plastic products,afcfta_brdr,-0.1395494683315967,0.013456221084933889,-0.16592317702607562,-0.11317575963711779,3.37299350473586e-25,Manufacturing
94,Glass and glass products,afcfta_brdr,-0.11946549301403286,0.013486282607956592,-0.1458981212109567,-0.09303286481710904,8.1246224755816595e-19,Manufacturing
95,Pottery china and earthenware,afcfta_brdr,-0.15845985418037056,0.01946088276003563,-0.19660248349739684,-0.12031722486334429,3.8726157872690375e-16,Manufacturing
96,Refractory ceramic products,afcfta_brdr,-0.2500901151757752,0.024947795259351393,-0.298986895377783,-0.20119333497376735,1.1891473570164052e-23,Manufacturing
97,Struct.non-refractory clay; ceramic products,afcfta_brdr,-0.20227049741085068,0.026050809407383937,-0.2533291456174404,-0.15121184920426095,8.199306440501595e-15,Manufacturing
98,Cement lime and plaster,afcfta_brdr,-0.2300376540798632,0.018775782950593053,-0.26683751244456677,-0.19323779571515964,1.642523200346186e-34,Manufacturing
99,Articles of concrete cement and plaster,afcfta_brdr,-0.32505436860691267,0.02118018702460715,-0.36656677236096524,-0.2835419648528601,3.7039850665027934e-53,Manufacturing
100,Cutting shaping & finishing of stone,afcfta_brdr,-0.19767238578079604,0.025093032630758804,-0.24685382599997166,-0.14849094556162043,3.3378100994554604e-15,Manufacturing
101,Other non-metallic mineral products n.e.c.,afcfta_brdr,-0.2449667549142549,0.016477629748351548,-0.2772623157716097,-0.21267119405690008,5.42810034293883e-50,Manufacturing
102,Basic iron and steel,afcfta_brdr,-0.24159892218497991,0.016904233885441006,-0.27473061178668584,-0.20846723258327396,2.447055784595355e-46,Manufacturing
103,Basic precious and non-ferrous metals,afcfta_brdr,-0.13936804717551277,0.025261734104488235,-0.1888801362073369,-0.08985595814368864,3.449084171346588e-8,Manufacturing
104,Structural metal products,afcfta_brdr,-0.2229075346501762,0.019611571312291475,-0.2613455081025064,-0.184469561197846,6.166615925241234e-30,Manufacturing
105,Tanks reservoirs and containers of metal,afcfta_brdr,-0.24105449536769874,0.018902843985643222,-0.278103388784939,-0.20400560195045847,3.0273103850329842e-37,Manufacturing
106,Steam generators,afcfta_brdr,-0.17838369367363627,0.03604471262809842,-0.24903003225780523,-0.1077373550894673,7.461264376390549e-7,Manufacturing
107,Cutlery hand tools and general hardware,afcfta_brdr,-0.22521655329447765,0.02182894468715667,-0.2680004987018217,-0.1824326078871336,5.883299535649757e-25,Manufacturing
108,Other fabricated metal products n.e.c.,afcfta_brdr,-0.19828822636249077,0.016046122040293105,-0.22973804765299963,-0.16683840507198192,4.443376036736634e-35,Manufacturing
109,Engines & turbines (not for transport equipment),afcfta_brdr,-0.21944571215973863,0.03633677240010428,-0.2906644773783721,-0.1482269469411052,1.5486231708222575e-9,Manufacturing
110,Pumps compressors taps and valves,afcfta_brdr,-0.14010384545334453,0.01966294925729378,-0.17864251782747892,-0.10156517307921013,1.0387597461243183e-12,Manufacturing
111,Bearings gears gearing & driving elements,afcfta_brdr,-0.23123335373179188,0.023199567278735306,-0.276703670055027,-0.18576303740855676,2.1225105474878e-23,Manufacturing
112,Ovens furnaces and furnace burners,afcfta_brdr,-0.08529054052472329,0.03216648788503413,-0.14833569828853416,-0.02224538276091244,0.008012701393563965,Manufacturing
113,Lifting and handling equipment,afcfta_brdr,-0.11847677020004221,0.016546329982580505,-0.15090698104221525,-0.08604655935786917,8.04977284667065e-13,Manufacturing
114,Other general purpose machinery,afcfta_brdr,-0.2277875351796742,0.021763981970432313,-0.27044415600190064,-0.1851309143574478,1.2342094855062416e-25,Manufacturing
115,Agricultural and forestry machinery,afcfta_brdr,-0.17099189658218306,0.014160977289801641,-0.1987469020560839,-0.14323689110828222,1.43398466238077e-33,Manufacturing
116,Machine tools,afcfta_brdr,-0.17913983782215315,0.029256110694450794,-0.2364807611109938,-0.12179891453331249,9.173766629106466e-10,Manufacturing
117,Machinery for metallurgy,afcfta_brdr,-0.22091633724369686,0.05063341471706909,-0.32015600650343257,-0.12167666798396112,1.2825909894865899e-5,Manufacturing
118,Machinery for mining & construction,afcfta_brdr,-0.09132213815392731,0.018721881570461382,-0.1280163517548558,-0.05462792455299883,1.0725981051897258e-6,Manufacturing
119,Food/beverage/tobacco processing machinery,afcfta_brdr,-0.26616637516650243,0.028201543586041017,-0.3214403849035794,-0.2108923654294255,3.799357795183649e-21,Manufacturing
120,Machinery for textile apparel and leather,afcfta_brdr,-0.312347265406963,0.03072588567959855,-0.37256889473207117,-0.25212563608185484,2.8235898470933515e-24,Manufacturing
121,Weapons and ammunition,afcfta_brdr,-0.28311669185996324,0.04310500811958508,-0.3676009553276566,-0.1986324283922699,5.0971729700768386e-11,Manufacturing
122,Other special purpose machinery,afcfta_brdr,-0.15179905187706488,0.025879590390560984,-0.20252211697721328,-0.1010759867769165,4.47539964621565e-9,Manufacturing
123,Domestic appliances n.e.c.,afcfta_brdr,-0.14159018748255958,0.016800958342417727,-0.1745194607394561,-0.10866091422566307,3.5310834122361765e-17,Manufacturing
124,Office accounting and computing machinery,afcfta_brdr,-0.18157483225356952,0.025137054902223115,-0.23084255453933283,-0.1323071099678062,5.07061129556463e-13,Manufacturing
125,Electric motors generators and transformers,afcfta_brdr,-0.19442395007748337,0.015457268971532887,-0.2247196405610363,-0.16412825959393043,2.7845170974436843e-36,Manufacturing
126,Electricity distribution & control apparatus,afcfta_brdr,-0.13134396308130314,0.03485073985410072,-0.19965015802991523,-0.06303776813269105,1.6406263511188304e-4,Manufacturing
127,Insulated wire and cable,afcfta_brdr,-0.20229041893287336,0.018977808244467525,-0.239486239597537,-0.1650945982682097,1.5775658149238998e-26,Manufacturing
128,Accumulators primary cells and batteries,afcfta_brdr,-0.19364233868753922,0.016022312882973858,-0.2250454948872001,-0.16223918248787833,1.2555464355330363e-33,Manufacturing
129,Lighting equipment and electric lamps,afcfta_brdr,-0.12503863718494623,0.017792087173156654,-0.15991048725413032,-0.09016678711576215,2.0986545930644137e-12,Manufacturing
130,Other electrical equipment n.e.c.,afcfta_brdr,-0.1859699883087914,0.02669039587804737,-0.23828220296288055,-0.13365777365470227,3.222228749226623e-12,Manufacturing
131,Electronic valves tubes etc.,afcfta_brdr,-0.29461853108825364,0.029426697008746328,-0.35229379740936895,-0.2369432647671383,1.3506777057614603e-23,Manufacturing
132,TV/radio transmitters; line comm. apparatus,afcfta_brdr,-0.16122966074963507,0.025901143356585436,-0.2119949688869514,-0.11046435261231874,4.821441443621945e-10,Manufacturing
133,TV and radio receivers and associated goods,afcfta_brdr,-0.17356502764114312,0.02354596026257201,-0.21971426173719552,-0.12741579354509072,1.6893493052968564e-13,Manufacturing
134,Medical surgical and orthopaedic equipment,afcfta_brdr,-0.09119864426375379,0.024604422830975147,-0.1394224268728601,-0.04297486165464748,2.1006400245932583e-4,Manufacturing
135,Measuring/testing/navigating appliances etc.,afcfta_brdr,-0.15454097440513914,0.027229935799012665,-0.20791066787254187,-0.10117128093773643,1.3835911314397099e-8,Manufacturing
136,Optical instruments & photographic equipment,afcfta_brdr,-0.23316920594176782,0.026261312708506436,-0.28464043303718445,-0.1816979788463512,6.7579426230862705e-19,Manufacturing
137,Watches and clocks,afcfta_brdr,-0.35929640156668086,0.044331161863312374,-0.44618388221158867,-0.27240892092177305,5.282058288164995e-16,Manufacturing
138,Motor vehicles,afcfta_brdr,-0.27195916829430966,0.02444990907265222,-0.3198801095019871,-0.2240382270866322,9.683018884279512e-29,Manufacturing
139,Automobile bodies trailers & semi-trailers,afcfta_brdr,-0.2558406929359178,0.026594291448422205,-0.3079645463691869,-0.20371683950264877,6.574436383417134e-22,Manufacturing
140,Parts/accessories for automobiles,afcfta_brdr,-0.20589016837954266,0.02347719251413021,-0.2519046201653512,-0.1598757165937341,1.7899167470139915e-18,Manufacturing
141,Building and repairing of ships,afcfta_brdr,-0.21960416758384493,0.035045187741576146,-0.28829147338877875,-0.15091686177891112,3.696933442950833e-10,Manufacturing
142,Building/repairing of pleasure/sport. boats,afcfta_brdr,-0.28514768670938495,0.024648003244668423,-0.3334568853597614,-0.23683848805900845,5.931006307612005e-31,Manufacturing
143,Railway/tramway locomotives & rolling stock,afcfta_brdr,-0.2611837918708133,0.03314057923686124,-0.3261381336018572,-0.1962294501397694,3.245449412804448e-15,Manufacturing
144,Aircraft and spacecraft,afcfta_brdr,-0.13368151461320577,0.03600024382755846,-0.2042406959498807,-0.06312233327653081,2.0453350620462714e-4,Manufacturing
145,Motorcycles,afcfta_brdr,-0.23628751829526173,0.027790211747755877,-0.29075533244360513,-0.1818197041469183,1.8547916339941686e-17,Manufacturing
146,Bicycles and invalid carriages,afcfta_brdr,-0.15998632870057428,0.047674256638166365,-0.2534261547010999,-0.06654650270004862,7.912942382873562e-4,Manufacturing
147,Other transport equipment n.e.c.,afcfta_brdr,-0.32788999121061835,0.03521880883496826,-0.39691758810555716,-0.25886239431567953,1.2773393505785452e-20,Manufacturing
148,Furniture,afcfta_brdr,-0.19192113227877924,0.014789996477042664,-0.22090899270525713,-0.16293327185230136,1.6649289524371688e-38,Manufacturing
149,Jewellery and related articles,afcfta_brdr,-0.532547860226236,0.04509259454758361,-0.620927721508967,-0.44416799894350495,3.4616675308296496e-32,Manufacturing
150,Musical instruments,afcfta_brdr,0.30240704514580996,0.02245996105962867,0.2583863303747657,0.3464277599168542,2.538042850568204e-41,Manufacturing
151,Sports goods,afcfta_brdr,0.25047704171401597,0.022589139750108043,0.20620314136206208,0.29475094206596986,1.4284588427941562e-28,Manufacturing
152,Games and toys,afcfta_brdr,-0.2834318984172115,0.04689081163697574,-0.3753362004315356,-0.1915275964028874,1.4986637335063112e-9,Manufacturing
153,Other manufacturing n.e.c.,afcfta_brdr,-0.2238045587724804,0.01874646067527438,-0.2605469465336146,-0.1870621710113462,7.455855584969787e-33,Manufacturing
156,Transport,afcfta_brdr,-0.2974085695000772,0.017250785196421713,-0.33121948719010047,-0.26359765181005396,1.3236716166174465e-66,Manufacturing
157,Travel,afcfta_brdr,-0.19023819957224275,0.017326765329155013,-0.22419803558596385,-0.15627836355852165,4.798834645227328e-28,Services
158,Construction,afcfta_brdr,-0.4274963474593584,0.03113983462948007,-0.4885293018176725,-0.36646339310104425,6.87468588757049e-43,Services
159,Insurance and pension services,afcfta_brdr,-0.31381313997367055,0.026389565582864052,-0.36553573808374185,-0.26209054186359926,1.3093558388458152e-32,Services
160,Financial services,afcfta_brdr,-0.237462730517488,0.023035793912062372,-0.2826120569404173,-0.19231340409455872,6.455117318186774e-25,Services
162,"Telecommunications, computer, and information services",afcfta_brdr,-0.45000809248942125,0.01860840240507654,-0.48647989101319977,-0.41353629396564273,3.35402232686298e-129,Services
163,Other business services,afcfta_brdr,-0.22229859498694127,0.01664233069588683,-0.25491696376968487,-0.18968022620419767,1.0721674722623081e-40,Services
165,Health services,afcfta_brdr,-0.4222693499413881,0.03302603187982046,-0.48699918297810785,-0.35753951690466834,1.964355065880002e-37,Services
166,Education services,afcfta_brdr,-0.22530540526841625,0.023284724264179588,-0.27094262621615417,-0.17966818432067835,3.809588084382679e-22,Services
